run_id,variant,sample,bin_index_1_based,reference_upper_edge_um,reproduced_upper_edge_um,reference_mean_velocity,reproduced_mean_velocity,signed_error,absolute_error,reproduced_stdev,reproduced_observations
A02_sepsis,A_legacy,sepsis,6,20.44736842105263,20.44736842105263,562.5352283392697,557.5878902719794,-4.947338067290275,4.947338067290275,67.51812966051519,22433
A02_sepsis,A_legacy,sepsis,7,23.85526315789474,23.855263157894736,564.515324039244,556.9372558785853,-7.578068160658631,7.578068160658631,67.27113227476448,21049
A02_sepsis,A_legacy,sepsis,8,27.26315789473684,27.263157894736842,565.4026943513294,556.4707432458671,-8.931951105462304,8.931951105462304,68.4319827918726,19175
A02_sepsis,A_legacy,sepsis,9,30.67105263157895,30.67105263157895,563.8010805937621,556.7590122854211,-7.0420683083409585,7.0420683083409585,67.38344598957175,19336
A02_sepsis,A_legacy,sepsis,10,34.07894736842105,34.078947368421055,564.01905988649,555.3128011380563,-8.706258748433697,8.706258748433697,68.84442575319642,19379
A02_sepsis,A_legacy,sepsis,11,37.48684210526316,37.48684210526316,567.9904496523931,556.5699248528606,-11.420524799532473,11.420524799532473,68.58715673002528,20277
A02_sepsis,A_legacy,sepsis,12,40.89473684210526,40.89473684210526,569.2992909416753,559.4671512628614,-9.83213967881386,9.83213967881386,66.93855333116112,22255
A02_sepsis,A_legacy,sepsis,13,44.30263157894737,44.30263157894737,566.9952070847053,562.1550844625366,-4.840122622168678,4.840122622168678,64.12830537398126,22521
A02_sepsis,A_legacy,sepsis,14,47.71052631578947,47.71052631578947,566.1030653000455,561.0804590337672,-5.022606266278331,5.022606266278331,65.33612611999169,22033
A02_sepsis,A_legacy,sepsis,15,51.11842105263158,51.11842105263158,560.438454051932,557.150145171511,-3.2883088804210274,3.2883088804210274,65.134507518889,21676
A02_sepsis,A_legacy,sepsis,16,54.52631578947368,54.526315789473685,559.1539981460769,548.9038564167108,-10.250141729366078,10.250141729366078,64.27665212201788,21711
A02_sepsis,A_legacy,sepsis,17,57.93421052631579,57.934210526315795,557.5640646558861,544.9739295291006,-12.590135126785526,12.590135126785526,66.5806367702537,23032
A02_sepsis,A_legacy,sepsis,18,61.3421052631579,61.3421052631579,553.6478422288675,538.825575912701,-14.82226631616652,14.82226631616652,67.51607321049919,27007
A02_sepsis,A_legacy,sepsis,19,64.75,64.75,550.1015754976037,531.8773409615657,-18.22423453603801,18.22423453603801,67.9363908094771,15947
A03_control,A_legacy,control,1,3.776315789473684,3.776315789473684,463.581574911175,447.35037541622654,-16.23119949494844,16.23119949494844,48.42348766043754,22698
A03_control,A_legacy,control,2,7.552631578947368,7.552631578947368,479.8822450752279,469.22935713477926,-10.652887940448636,10.652887940448636,44.56421412172236,21899
A03_control,A_legacy,control,3,11.32894736842105,11.328947368421053,486.8157178991975,478.22321889224787,-8.592499006949652,8.592499006949652,40.414208565570064,20043
A03_control,A_legacy,control,4,15.10526315789474,15.105263157894736,492.9779131604483,496.63447553057154,3.656562370123254,3.656562370123254,34.405450687189834,20897
A03_control,A_legacy,control,5,18.88157894736842,18.881578947368425,509.0915952734761,512.9163379365584,3.8247426630823043,3.8247426630823043,29.965286191570932,17779
A03_control,A_legacy,control,6,22.65789473684211,22.657894736842106,518.9359718846018,518.7611730973684,-0.17479878723338516,0.17479878723338516,30.045031365342783,18325
A03_control,A_legacy,control,7,26.43421052631579,26.434210526315788,523.9541438077175,520.7711296949914,-3.1830141127261413,3.1830141127261413,30.252418891073074,23634
A03_control,A_legacy,control,8,30.21052631578947,30.210526315789473,525.3635252468608,521.2107532093974,-4.152772037463478,4.152772037463478,30.885735783913535,20111
A03_control,A_legacy,control,9,33.98684210526316,33.98684210526316,527.2624271378364,521.4574891757285,-5.804937962107942,5.804937962107942,31.044852113917177,19773
A03_control,A_legacy,control,10,37.76315789473685,37.76315789473685,528.2306309824129,522.8530562344973,-5.37757474791556,5.37757474791556,31.50756686693211,22098
A03_control,A_legacy,control,11,41.53947368421053,41.53947368421053,529.4324597532669,524.6065092254519,-4.825950527815053,4.825950527815053,31.572144456924107,19332
A03_control,A_legacy,control,12,45.31578947368421,45.31578947368421,529.5276446960855,525.4670263962884,-4.06061829979717,4.06061829979717,31.25747394605469,19925
A03_control,A_legacy,control,13,49.0921052631579,49.0921052631579,529.257119815141,526.4487756253421,-2.808344189798845,2.808344189798845,30.30231234095081,25260
A03_control,A_legacy,control,14,52.86842105263158,52.868421052631575,524.5701823925508,524.2466797757806,-0.32350261677015624,0.32350261677015624,30.312732468949815,22608
A03_control,A_legacy,control,15,56.64473684210527,56.64473684210527,514.01630787243,518.1488211020524,4.132513229622305,4.132513229622305,31.603227330431064,20008
A03_control,A_legacy,control,16,60.42105263157895,60.421052631578945,499.5646179624673,501.00203967905344,1.4374217165861296,1.4374217165861296,37.19426454670284,23462
A03_control,A_legacy,control,17,64.19736842105263,64.19736842105263,495.0250598464668,485.1576363198003,-9.867423526666471,9.867423526666471,43.77952971207045,24154
A03_control,A_legacy,control,18,67.97368421052632,67.97368421052632,486.4867244655335,472.9560004151169,-13.530724050416609,13.530724050416609,48.30611755740116,21965
A03_control,A_legacy,control,19,71.75,71.75,468.7498799456037,449.94193984510855,-18.80794010049516,18.80794010049516,49.9687075020794,15275
A03_sepsis,A_legacy,sepsis,1,3.407894736842105,3.4078947368421053,557.2336048748283,540.1299013855352,-17.10370348929314,17.10370348929314,75.31748062200013,19567
A03_sepsis,A_legacy,sepsis,2,6.815789473684211,6.815789473684211,559.2436708316217,541.4684983190298,-17.775172512591894,17.775172512591894,72.65964092014394,21162
A03_sepsis,A_legacy,sepsis,3,10.22368421052632,10.223684210526315,560.3987896274358,542.9503848831611,-17.44840474427474,17.44840474427474,69.19801860636206,21046
A03_sepsis,A_legacy,sepsis,4,13.63157894736842,13.631578947368421,560.8155344757931,547.4860561166374,-13.3294783591557,13.3294783591557,67.63568461169271,21044
A03_sepsis,A_legacy,sepsis,5,17.03947368421053,17.039473684210527,561.1513433894442,550.1529306594064,-10.998412730037785,10.998412730037785,68.54346378276578,21760
A03_sepsis,A_legacy,sepsis,6,20.44736842105263,20.44736842105263,562.5352283392697,550.9003107825611,-11.634917556708615,11.634917556708615,68.34729090448108,22885
A03_sepsis,A_legacy,sepsis,7,23.85526315789474,23.855263157894736,564.515324039244,550.6461198570324,-13.869204182211547,13.869204182211547,67.26289683531549,21789
A03_sepsis,A_legacy,sepsis,8,27.26315789473684,27.263157894736842,565.4026943513294,550.5267232380617,-14.875971113267724,14.875971113267724,68.6205052443137,21140
A03_sepsis,A_legacy,sepsis,9,30.67105263157895,30.67105263157895,563.8010805937621,549.4193835866394,-14.381697007122739,14.381697007122739,69.93210018197885,20951
A03_sepsis,A_legacy,sepsis,10,34.07894736842105,34.078947368421055,564.01905988649,548.1223167215313,-15.896743164958707,15.896743164958707,70.11062432932489,20819
A03_sepsis,A_legacy,sepsis,11,37.48684210526316,37.48684210526316,567.9904496523931,549.6179462927196,-18.372503359673487,18.372503359673487,69.86928262541258,20766
A03_sepsis,A_legacy,sepsis,12,40.89473684210526,40.89473684210526,569.2992909416753,553.2289902998626,-16.07030064181265,16.07030064181265,67.96226615603138,22070
A03_sepsis,A_legacy,sepsis,13,44.30263157894737,44.30263157894737,566.9952070847053,553.7255620431922,-13.269645041513058,13.269645041513058,66.29442459775818,21710
A03_sepsis,A_legacy,sepsis,14,47.71052631578947,47.71052631578947,566.1030653000455,554.7149218022486,-11.388143497796932,11.388143497796932,66.8966794513655,21192
A03_sepsis,A_legacy,sepsis,15,51.11842105263158,51.11842105263158,560.438454051932,552.190392991551,-8.24806106038102,8.24806106038102,66.51787105289675,21689
A03_sepsis,A_legacy,sepsis,16,54.52631578947368,54.526315789473685,559.1539981460769,544.048536230082,-15.105461915994852,15.105461915994852,65.47300558965627,21593
A03_sepsis,A_legacy,sepsis,17,57.93421052631579,57.934210526315795,557.5640646558861,540.109340741641,-17.454723914245164,17.454723914245164,67.60364810270713,21211
A03_sepsis,A_legacy,sepsis,18,61.3421052631579,61.3421052631579,553.6478422288675,535.0823152634389,-18.565526965428603,18.565526965428603,68.86075656637568,21952
A03_sepsis,A_legacy,sepsis,19,64.75,64.75,550.1015754976037,530.8401543409526,-19.261421156651068,19.261421156651068,70.15430765155159,15495
A04_control,A_legacy,control,1,3.776315789473684,3.776315789473684,463.581574911175,221.82691327837478,-241.7546616328002,241.7546616328002,31.503710450181302,25482
A04_control,A_legacy,control,2,7.552631578947368,7.552631578947368,479.8822450752279,218.5472885456505,-261.3349565295774,261.3349565295774,30.912426769879303,23358
A04_control,A_legacy,control,3,11.32894736842105,11.328947368421053,486.8157178991975,217.09261323468175,-269.72310466451574,269.72310466451574,30.04409131539373,20040
A04_control,A_legacy,control,4,15.10526315789474,15.105263157894736,492.9779131604483,217.23031410383487,-275.7475990566134,275.7475990566134,28.189605430571337,19601
A04_control,A_legacy,control,5,18.88157894736842,18.881578947368425,509.0915952734761,216.30768973845113,-292.783905535025,292.783905535025,27.58287360722005,16386
A04_control,A_legacy,control,6,22.65789473684211,22.657894736842106,518.9359718846018,214.1483549711574,-304.7876169134444,304.7876169134444,26.89205543997322,17305
A04_control,A_legacy,control,7,26.43421052631579,26.434210526315788,523.9541438077175,210.13888127608772,-313.8152625316298,313.8152625316298,27.027859107837937,23398
A04_control,A_legacy,control,8,30.21052631578947,30.210526315789473,525.3635252468608,208.26191019468493,-317.10161505217593,317.10161505217593,27.516649035811835,19261
A04_control,A_legacy,control,9,33.98684210526316,33.98684210526316,527.2624271378364,207.2046341921734,-320.05779294566304,320.05779294566304,27.901761533646454,18385
A04_control,A_legacy,control,10,37.76315789473685,37.76315789473685,528.2306309824129,205.8054311872005,-322.4251997952124,322.4251997952124,27.72149860084111,21275
A04_control,A_legacy,control,11,41.53947368421053,41.53947368421053,529.4324597532669,206.1347016674906,-323.2977580857763,323.2977580857763,27.883740103886947,18100
A04_control,A_legacy,control,12,45.31578947368421,45.31578947368421,529.5276446960855,207.4560086453436,-322.071636050742,322.071636050742,28.573687302526874,19634
A04_control,A_legacy,control,13,49.0921052631579,49.0921052631579,529.257119815141,211.69656606200041,-317.56055375314054,317.56055375314054,26.846507672592168,25238
A04_control,A_legacy,control,14,52.86842105263158,52.868421052631575,524.5701823925508,214.33202295114438,-310.2381594414064,310.2381594414064,26.961312300225384,22314
A04_control,A_legacy,control,15,56.64473684210527,56.64473684210527,514.01630787243,214.928052845141,-299.08825502728905,299.08825502728905,29.039298507623954,19648
A04_control,A_legacy,control,16,60.42105263157895,60.421052631578945,499.5646179624673,215.85194581550454,-283.71267214696275,283.71267214696275,29.329654803239155,22738
A04_control,A_legacy,control,17,64.19736842105263,64.19736842105263,495.0250598464668,215.93465225297658,-279.0904075934902,279.0904075934902,31.005635509011007,26041
A04_control,A_legacy,control,18,67.97368421052632,67.97368421052632,486.4867244655335,216.88328988325836,-269.6034345822751,269.6034345822751,32.12552386755665,24784
A04_control,A_legacy,control,19,71.75,71.75,468.7498799456037,220.93620264637207,-247.81367729923164,247.81367729923164,33.55017912707186,16262
A04_sepsis,A_legacy,sepsis,1,3.407894736842105,3.4078947368421053,557.2336048748283,161.41325192087902,-395.8203529539493,395.8203529539493,44.158316098422226,18322
A04_sepsis,A_legacy,sepsis,2,6.815789473684211,6.815789473684211,559.2436708316217,158.854353703541,-400.3893171280807,400.3893171280807,41.839836338383684,21354
A04_sepsis,A_legacy,sepsis,3,10.22368421052632,10.223684210526315,560.3987896274358,158.2402247595832,-402.1585648678526,402.1585648678526,38.75957192069117,20583
A04_sepsis,A_legacy,sepsis,4,13.63157894736842,13.631578947368421,560.8155344757931,158.94034773737212,-401.875186738421,401.875186738421,37.44260151020481,20666
A04_sepsis,A_legacy,sepsis,5,17.03947368421053,17.039473684210527,561.1513433894442,158.4249119312881,-402.72643145815607,402.72643145815607,36.68809431884301,22070
A04_sepsis,A_legacy,sepsis,6,20.44736842105263,20.44736842105263,562.5352283392697,157.01025252667736,-405.5249758125923,405.5249758125923,34.70679197179099,23028
A04_sepsis,A_legacy,sepsis,7,23.85526315789474,23.855263157894736,564.515324039244,155.15485371333338,-409.36047032591057,409.36047032591057,33.56724191216328,21706
A04_sepsis,A_legacy,sepsis,8,27.26315789473684,27.263157894736842,565.4026943513294,154.18330156123554,-411.2193927900938,411.2193927900938,33.12502936314418,20208
A04_sepsis,A_legacy,sepsis,9,30.67105263157895,30.67105263157895,563.8010805937621,152.48333883280753,-411.31774176095456,411.31774176095456,33.15803216285222,19998
A04_sepsis,A_legacy,sepsis,10,34.07894736842105,34.078947368421055,564.01905988649,152.09132250775303,-411.927737378737,411.927737378737,33.00200979433928,19485
A04_sepsis,A_legacy,sepsis,11,37.48684210526316,37.48684210526316,567.9904496523931,153.05180446392896,-414.9386451884641,414.9386451884641,32.79584999270187,20138
A04_sepsis,A_legacy,sepsis,12,40.89473684210526,40.89473684210526,569.2992909416753,155.50664018170534,-413.79265075996994,413.79265075996994,32.71125350373348,22373
A04_sepsis,A_legacy,sepsis,13,44.30263157894737,44.30263157894737,566.9952070847053,159.2054339849589,-407.7897730997464,407.7897730997464,32.41682175883442,22652
A04_sepsis,A_legacy,sepsis,14,47.71052631578947,47.71052631578947,566.1030653000455,161.30436199635938,-404.7987033036861,404.7987033036861,33.60068206050154,21966
A04_sepsis,A_legacy,sepsis,15,51.11842105263158,51.11842105263158,560.438454051932,161.55227395093206,-398.8861801009999,398.8861801009999,35.03444679660868,21904
A04_sepsis,A_legacy,sepsis,16,54.52631578947368,54.526315789473685,559.1539981460769,162.32497784239538,-396.82902030368155,396.82902030368155,36.8552346011807,21867
A04_sepsis,A_legacy,sepsis,17,57.93421052631579,57.934210526315795,557.5640646558861,162.21310360722285,-395.3509610486633,395.3509610486633,39.5421856896382,22323
A04_sepsis,A_legacy,sepsis,18,61.3421052631579,61.3421052631579,553.6478422288675,164.02822730897884,-389.61961491988865,389.61961491988865,40.87986678268766,24647
A04_sepsis,A_legacy,sepsis,19,64.75,64.75,550.1015754976037,166.97323846027854,-383.12833703732514,383.12833703732514,42.753777517036255,15710
A05_control,A_legacy,control,1,3.776315789473684,3.776315789473684,463.581574911175,222.36957796172,-241.21199694945497,241.21199694945497,31.252035889185745,27900
A05_control,A_legacy,control,2,7.552631578947368,7.552631578947368,479.8822450752279,219.85163845123256,-260.03060662399537,260.03060662399537,30.70170579180541,24577
A05_control,A_legacy,control,3,11.32894736842105,11.328947368421053,486.8157178991975,218.41584427283945,-268.39987362635804,268.39987362635804,29.697217255984796,19788
